index,datetime,pm2_5,pm10,no2,so2,co,no,o3,nh3
29449,22-04-2024 01:30,27.46,45.47,29.13,21.93,667.57,0,27.89,16.72
29450,22-04-2024 02:30,29.71,48.68,27.08,21.22,680.92,0.02,20.92,17.99
29451,22-04-2024 03:30,30.63,50.76,25.36,19.31,674.25,0.06,15.38,18.75
29452,22-04-2024 04:30,31.97,53.42,24.68,18.36,680.92,0.15,11.09,19.25
29453,22-04-2024 05:30,34.82,57.59,26.05,19.07,720.98,0.47,7.24,20.01
29454,22-04-2024 06:30,41.36,66.56,30.5,21.46,881.2,3.05,2.73,21.03
29455,22-04-2024 07:30,52.48,81.76,33.59,24.56,1201.63,13.86,2.66,21.28
29456,22-04-2024 08:30,59.15,89.62,36.33,26.23,1428.6,24.59,12.7,19.25
29457,22-04-2024 09:30,26.41,41.93,21.76,24.56,660.9,4.41,75.82,7.98
29458,22-04-2024 10:30,28.74,41.83,16.79,25.03,600.81,2.63,120.16,7.03
29459,22-04-2024 11:30,44.35,56.73,11.82,25.99,580.79,1.22,185.97,6.84
29460,22-04-2024 12:30,34.09,42.29,5.01,13.83,413.89,0.49,165.94,3.7
29461,22-04-2024 13:30,24.9,31.24,3.47,7.57,347.14,0.38,140.19,2.44
29462,22-04-2024 14:30,19.87,25.69,3.04,5.07,320.43,0.35,125.89,2.01
29463,22-04-2024 15:30,17.96,23.51,2.66,3.78,307.08,0.3,117.3,1.61
29464,22-04-2024 16:30,23.18,29.17,3.43,6.62,323.77,0.28,128.75,1.49
29465,22-04-2024 17:30,33.26,40.5,5.18,13.59,363.83,0.22,147.34,1.71
29466,22-04-2024 18:30,41.89,51.4,10.11,20.98,417.23,0.08,153.06,3.07
29467,22-04-2024 19:30,42.34,56.27,16.45,29.33,467.3,0,140.19,5.19
29468,22-04-2024 20:30,35.73,53.54,23.65,40.05,507.35,0,111.58,6.9
29469,22-04-2024 21:30,35.64,56.94,32.9,45.78,640.87,0,77.96,10.64
29470,22-04-2024 22:30,40.8,66.12,41.81,45.78,821.11,0,48.64,14.82
29471,22-04-2024 23:30,41.5,68.09,45.24,41.96,881.2,0.01,31.11,15.96
29472,23-04-2024 00:30,37.34,62.53,40.1,35.76,801.09,0.01,24.68,15.45
29473,23-04-2024 01:30,35.55,59.81,33.93,31.47,747.68,0.02,20.38,15.96
29474,23-04-2024 02:30,36.22,60.28,30.85,28.37,747.68,0.06,15.02,16.72
29475,23-04-2024 03:30,37.17,61.3,29.82,25.99,754.36,0.16,10.19,17.23
29476,23-04-2024 04:30,38.85,63.18,31.19,26.23,781.06,0.34,6.97,17.48
29477,23-04-2024 05:30,43.48,68.93,34.27,30.04,841.14,0.74,4.56,17.48
29478,23-04-2024 06:30,52.83,80.44,38.04,34.81,961.3,2.6,2.15,17.99
29479,23-04-2024 07:30,57.78,89.4,38.04,35.76,1161.58,10.51,3.89,18.75
29480,23-04-2024 08:30,54.71,88.71,38.04,33.86,1255.04,16.76,20.21,17.23
29481,23-04-2024 09:30,28.6,48.67,22.28,22.41,647.54,4.02,85.12,7.6
29482,23-04-2024 10:30,31.62,50.29,17.48,22.65,587.46,2.32,134.47,7.28
29483,23-04-2024 11:30,44.61,63.66,12.68,23.84,587.46,1.09,205.99,7.47
29484,23-04-2024 12:30,28.46,37.45,3.9,8.11,367.16,0.41,145.91,2.72
29485,23-04-2024 13:30,23.1,29.67,2.83,4.65,327.11,0.35,125.89,1.93
29486,23-04-2024 14:30,22.08,28.33,2.87,4.83,320.43,0.35,123.02,1.79
29487,23-04-2024 15:30,23.4,29.47,2.87,5.54,317.1,0.31,128.75,1.49
29488,23-04-2024 16:30,31.95,38.65,3.64,8.82,337.12,0.28,150.2,1.31
29489,23-04-2024 17:30,48.23,57.66,5.06,15.5,387.19,0.18,178.81,1.52
29490,23-04-2024 18:30,58.26,72.15,9.34,23.13,433.92,0.06,188.83,2.91
29491,23-04-2024 19:30,56.76,77.16,15.59,34.33,487.33,0,170.23,5.26
29492,23-04-2024 20:30,44.4,68.29,22.28,43.39,514.03,0,125.89,6.84
29493,23-04-2024 21:30,36.55,61.59,27.08,47.68,547.41,0,89.41,8.23
29494,23-04-2024 22:30,32.73,58.31,30.16,49.11,574.11,0,65.8,9.25
29495,23-04-2024 23:30,29.73,54.72,30.85,46.73,567.44,0,51.5,9.25
29496,24-04-2024 00:30,28.54,52.05,30.16,41.48,574.11,0,41.48,9.75
29497,24-04-2024 01:30,30.57,53.7,29.13,35.76,614.17,0,32.9,11.65
29498,24-04-2024 02:30,34.57,58.26,28.45,31.95,687.6,0,26.82,14.06
29499,24-04-2024 03:30,39.91,64.67,28.79,29.8,767.71,0.02,20.56,16.97
29500,24-04-2024 04:30,42.21,67.57,28.1,24.56,794.41,0.09,13.95,18.24
29501,24-04-2024 05:30,41.41,67.44,27.08,18.84,787.73,0.48,7.96,18.75
29502,24-04-2024 06:30,42.22,70.44,27.76,16.45,841.14,3.86,2.28,19.51
29503,24-04-2024 07:30,51.2,84.58,28.79,20.5,1134.87,17.43,1.7,21.03
29504,24-04-2024 08:30,60.48,96.83,35.3,25.75,1428.6,28.61,8.23,20.52
29505,24-04-2024 09:30,43.64,67.12,38.04,39.1,988.01,8.05,55.79,12.79
29506,24-04-2024 10:30,54.27,75.94,36.33,51.98,1028.06,5.48,107.29,13.68
29507,24-04-2024 11:30,81.1,103.47,28.1,55.79,1041.41,2.54,200.27,14.57
29508,24-04-2024 12:30,42.96,54.33,7.11,19.55,507.35,0.62,165.94,5.57
29509,24-04-2024 13:30,35.03,42.26,5.18,12.99,417.23,0.41,150.2,3.64
29510,24-04-2024 14:30,33.57,39.9,5.65,12.64,410.56,0.34,147.34,3.42
29511,24-04-2024 15:30,30,36,6.43,11.09,397.21,0.3,141.62,3.29
29512,24-04-2024 16:30,25.56,31.35,7.63,9.3,383.85,0.35,135.9,3.23
29513,24-04-2024 17:30,31.55,38.61,9.34,11.56,400.54,0.25,148.77,3.07
29514,24-04-2024 18:30,46.93,60.3,11.31,18.84,447.27,0.06,168.8,3.67
29515,24-04-2024 19:30,54.24,79.67,13.54,25.99,473.98,0,155.93,5.32
29516,24-04-2024 20:30,45.09,75.16,14.91,26.46,453.95,0,121.59,6.21
29517,24-04-2024 21:30,41.68,72.34,19.71,25.99,534.06,0,88.69,9.12
29518,24-04-2024 22:30,44.67,77.87,27.42,25.99,660.9,0,59.37,12.79
29519,24-04-2024 23:30,43.99,77.68,31.53,24.8,694.27,0,41.84,14.06
29520,25-04-2024 00:30,40.77,72.6,30.16,22.89,647.54,0,33.26,14.06
29521,25-04-2024 01:30,40.4,70.55,27.08,22.41,634.19,0,28.61,14.57
29522,25-04-2024 02:30,41.89,70.88,25.36,22.89,654.22,0.01,23.96,15.33
29523,25-04-2024 03:30,43.47,71.99,24.68,23.37,667.57,0.02,19.31,16.72
29524,25-04-2024 04:30,46.27,75.29,26.05,23.84,700.95,0.09,13.77,20.01
29525,25-04-2024 05:30,51.43,82.37,30.16,25.75,774.38,0.57,7.15,25.59
29526,25-04-2024 06:30,61.76,96.54,35.99,29.8,961.3,5.36,1.12,32.93
29527,25-04-2024 07:30,77.24,118.51,36.33,32.42,1361.85,22.13,1.26,34.96
29528,25-04-2024 08:30,91.4,137.25,37.7,32.9,1735.69,40.23,6.08,29.89
29529,25-04-2024 09:30,52.17,77.65,33.93,41.48,907.9,7.15,60.8,12.29
29530,25-04-2024 10:30,48.96,67.68,24.68,37.67,781.06,3.24,115.87,10.13
29531,25-04-2024 11:30,46.57,59.38,13.54,30.04,634.19,1.22,165.94,7.98
29532,25-04-2024 12:30,28.99,36.76,4.84,13.71,403.88,0.38,141.62,4.43
29533,25-04-2024 13:30,26.45,33.18,4.84,11.32,390.53,0.26,131.61,4.31
29534,25-04-2024 14:30,25.98,32.46,5.91,11.56,400.54,0.13,124.45,4.69
29535,25-04-2024 15:30,25.93,32.17,6.85,11.8,407.22,0.13,118.73,5
29536,25-04-2024 16:30,26.95,33.18,7.28,11.09,413.89,0.26,124.45,4.94
29537,25-04-2024 17:30,29.86,36.35,7.28,10.37,413.89,0.23,133.04,4.56
29538,25-04-2024 18:30,41.26,50.46,10.02,16.21,453.95,0.07,153.06,4.81
29539,25-04-2024 19:30,51.33,68.01,14.39,28.61,487.33,0,163.08,5.64
29540,25-04-2024 20:30,39.91,61.6,19.54,36.24,480.65,0,124.45,6.33
29541,25-04-2024 21:30,28.03,49.04,23.31,38.15,487.33,0,85.83,7.03
29542,25-04-2024 22:30,23.56,42.43,24.33,37.19,487.33,0,65.8,7.28
29543,25-04-2024 23:30,21.22,37.18,22.62,34.33,460.62,0,57.22,6.84
29544,26-04-2024 00:30,21.17,34.82,22.62,30.04,467.3,0,45.78,8.23
29545,26-04-2024 01:30,23.35,36.95,22.62,27.18,514.03,0,33.97,11.02
29546,26-04-2024 02:30,26.49,41.18,22.28,25.75,567.44,0.01,25.75,13.05
29547,26-04-2024 03:30,29.15,45.17,22.28,26.46,607.49,0.01,21.99,16.72
29548,26-04-2024 04:30,31.62,49.03,24.33,29.33,640.87,0.02,20.92,22.04
29549,26-04-2024 05:30,36.91,55.98,29.13,31.47,707.63,0.09,16.81,27.11
29550,26-04-2024 06:30,45.35,68.13,39.76,35.29,881.2,2.24,6.26,34.45
29551,26-04-2024 07:30,55,84.22,45.24,37.19,1174.93,15.65,2.39,40.53
29552,26-04-2024 08:30,54.6,87.62,43.87,30.99,1295.09,26.15,10.91,35.97
29553,26-04-2024 09:30,30.4,45.38,21.93,18.84,614.17,3.44,75.82,9.5
29554,26-04-2024 10:30,31.67,44.71,15.94,18.6,574.11,1.93,114.44,8.36
29555,26-04-2024 11:30,34.31,44.8,10.2,17.88,527.38,0.91,151.63,7.47
29556,26-04-2024 12:30,26.95,33.03,4.33,9.89,393.87,0.34,134.47,4.62
29557,26-04-2024 13:30,25.48,30.78,4.46,9.06,377.18,0.22,127.32,4.18
29558,26-04-2024 14:30,25.06,30.24,5.48,9.78,380.52,0.09,121.59,4.24
29559,26-04-2024 15:30,24.68,29.71,6.17,10.61,383.85,0.09,115.87,4.37
29560,26-04-2024 16:30,24.15,29.12,6.34,9.06,380.52,0.21,115.87,4.37
29561,26-04-2024 17:30,22.63,27.63,6.08,6.91,370.5,0.21,114.44,4.12
29562,26-04-2024 18:30,23.36,29.36,7.97,7.99,387.19,0.08,114.44,4.37
29563,26-04-2024 19:30,33.09,42.95,12.17,17.17,440.6,0,128.75,5.26
29564,26-04-2024 20:30,41.9,57.88,18.85,31.95,507.35,0,120.16,6.27
29565,26-04-2024 21:30,41.52,62.74,26.73,41.96,580.79,0,84.4,8.04
29566,26-04-2024 22:30,40.24,63.84,30.5,41.96,627.52,0,59.37,9.5
29567,26-04-2024 23:30,38.39,61.78,29.82,36.72,614.17,0,47.92,9.88
29568,27-04-2024 00:30,36.79,58.94,27.76,28.85,600.81,0,39.34,11.02
29569,27-04-2024 01:30,37.39,59,25.02,23.13,607.49,0,32.9,14.06
29570,27-04-2024 02:30,39.66,61.79,24.33,21.93,634.19,0,27.89,18.75
29571,27-04-2024 03:30,41.55,64.13,24.68,22.89,660.9,0,25.39,25.08
29572,27-04-2024 04:30,42.67,65.78,24.68,22.41,667.57,0.01,22.89,30.4
29573,27-04-2024 05:30,45.22,68.98,26.73,22.41,700.95,0.05,18.06,35.46
29574,27-04-2024 06:30,50.91,76.89,33.24,24.32,834.47,1.06,8.23,40.02
29575,27-04-2024 07:30,62.41,91.53,35.99,25.51,1121.52,9.61,3.35,37.49
29576,27-04-2024 08:30,71,99.15,35.3,24.32,1335.14,17.66,15.02,27.36
29577,27-04-2024 09:30,34.98,42.5,6.43,12.28,453.95,0.68,111.58,5.7
29578,27-04-2024 10:30,30.9,36.41,2.72,8.46,377.18,0.28,124.45,4.05
29579,27-04-2024 11:30,30.34,35.53,2.33,7.63,367.16,0.25,127.32,3.7
29580,27-04-2024 12:30,30.34,35.42,2.44,7.39,360.49,0.23,128.75,3.55
29581,27-04-2024 13:30,30.08,35.07,2.87,7.45,363.83,0.2,128.75,3.51
29582,27-04-2024 14:30,29.7,34.59,3.43,7.57,363.83,0.13,124.45,3.51
29583,27-04-2024 15:30,30.53,35.77,6.34,9.06,393.87,0.19,117.3,4.18
29584,27-04-2024 16:30,32.37,38.37,10.71,10.01,447.27,0.44,113.01,5.32
29585,27-04-2024 17:30,32.43,38.62,13.71,8.46,480.65,0.47,108.72,5.95
29586,27-04-2024 18:30,36.74,44.71,13.71,9.42,480.65,0.13,115.87,6.14
29587,27-04-2024 19:30,47.36,62.83,12.34,18.84,473.98,0,143.05,5.95
29588,27-04-2024 20:30,45.7,67.31,15.77,30.28,473.98,0,128.75,5.95
29589,27-04-2024 21:30,40.81,63.18,18.51,32.9,487.33,0,95.84,6.46
29590,27-04-2024 22:30,40.42,62.15,17.82,28.85,487.33,0,80.11,7.22
29591,27-04-2024 23:30,39.07,59.28,14.74,22.17,453.95,0,75.82,7.16
29592,28-04-2024 00:30,36.7,54.79,10.88,15.97,403.88,0,75.82,6.84
29593,28-04-2024 01:30,35.52,51.93,8.05,12.28,380.52,0,76.53,7.28
29594,28-04-2024 02:30,35.09,50.19,6.94,10.37,373.84,0,73.67,8.23
29595,28-04-2024 03:30,35.23,49.79,7.2,9.89,390.53,0,69.38,11.4
29596,28-04-2024 04:30,36.42,51.34,9,10.97,423.91,0,65.09,17.48
29597,28-04-2024 05:30,38.91,54.9,12.68,13.23,480.65,0,60.08,23.81
29598,28-04-2024 06:30,45.05,63.73,22.62,17.88,634.19,0,47.92,32.17
29599,28-04-2024 07:30,54.45,78,39.76,23.13,894.55,1.84,27.54,40.02
29600,28-04-2024 08:30,59.29,86.36,41.47,22.89,1041.41,9.72,27.54,38
29601,28-04-2024 09:30,27.06,40.46,7.11,12.28,357.15,0.82,103,4.69
29602,28-04-2024 10:30,24.62,36.67,3,9.3,303.75,0.34,120.16,2.72
29603,28-04-2024 11:30,25.29,36.95,2.21,8.11,300.41,0.25,127.32,2.6
29604,28-04-2024 12:30,26.81,37.87,2.08,7.27,310.42,0.23,128.75,2.66
29605,28-04-2024 13:30,27.88,38.4,2.31,6.97,320.43,0.22,128.75,2.85
29606,28-04-2024 14:30,28.43,38.51,2.72,7.03,327.11,0.21,127.32,3.13
29607,28-04-2024 15:30,28.76,38.86,3.3,7.21,330.45,0.18,125.89,3.29
29608,28-04-2024 16:30,28.7,39.23,4.33,7.39,333.79,0.12,121.59,3.45
29609,28-04-2024 17:30,28.38,39.4,5.31,7.09,333.79,0.04,115.87,3.61
29610,28-04-2024 18:30,28.3,39.64,6.17,6.74,340.46,0.01,108.72,4.05
29611,28-04-2024 19:30,31.25,43.38,6.08,7.09,350.48,0,115.87,4.75
29612,28-04-2024 20:30,34.64,48.78,6.08,9.06,353.81,0,128.75,4.31
29613,28-04-2024 21:30,33.89,50.47,7.11,9.54,370.5,0,118.73,4.81
29614,28-04-2024 22:30,33.87,53.29,8.31,9.78,390.53,0,108.72,6.02
29615,28-04-2024 23:30,32.91,54.45,8.31,9.54,377.18,0,105.86,6.33
29616,29-04-2024 00:30,31.42,53.22,8.91,9.3,370.5,0,95.84,7.73
29617,29-04-2024 01:30,32.24,54.36,10.54,10.25,413.89,0,79.39,11.02
29618,29-04-2024 02:30,34.44,57.39,12,11.68,460.62,0,65.8,14.57
29619,29-04-2024 03:30,36.44,60.65,13.71,14.07,507.35,0,60.8,21.03
29620,29-04-2024 04:30,37.93,63.17,15.42,16.45,534.06,0,59.37,28.12
29621,29-04-2024 05:30,39.94,66.46,19.02,18.6,587.46,0,53.64,34.45
29622,29-04-2024 06:30,45.61,74.79,30.16,23.13,741,0.01,38.62,41.54
29623,29-04-2024 07:30,56.35,90.98,48.67,30.04,1054.76,4.3,14.13,49.14
29624,29-04-2024 08:30,62.89,101.35,51.41,32.42,1281.74,16.76,17.34,48.13
29625,29-04-2024 09:30,37.46,63.51,24.33,28.13,634.19,3.13,79.39,14.31
29626,29-04-2024 10:30,34.76,57.8,14.39,22.65,514.03,1.42,115.87,9.25
29627,29-04-2024 11:30,32.42,51.73,7.97,16.45,423.91,0.61,137.33,6.27
29628,29-04-2024 12:30,27.57,41.89,3.13,7.87,330.45,0.25,123.02,3.2
29629,29-04-2024 13:30,27.96,40.32,2.96,6.85,330.45,0.25,120.16,2.98
29630,29-04-2024 14:30,28.04,39.65,3.21,6.85,333.79,0.27,121.59,3.04
29631,29-04-2024 15:30,28.12,39.38,3.98,6.97,337.12,0.29,121.59,3.13
29632,29-04-2024 16:30,28.67,40.05,5.83,7.51,350.48,0.31,118.73,3.51
29633,29-04-2024 17:30,29.04,40.91,8.48,7.99,370.5,0.25,113.01,4.05
29634,29-04-2024 18:30,29.53,42.8,9.34,7.87,380.52,0.07,108.72,4.5
29635,29-04-2024 19:30,30.88,46.93,7.2,7.33,363.83,0,118.73,4.69
29636,29-04-2024 20:30,32.98,51.27,7.11,9.78,360.49,0,123.02,4.56
29637,29-04-2024 21:30,38.14,59.35,12.68,14.78,460.62,0,105.86,7.03
29638,29-04-2024 22:30,44.13,69.84,20.05,18.36,607.49,0,82.97,10.89
29639,29-04-2024 23:30,45.22,73.84,23.99,18.36,654.22,0,67.95,12.79
29640,30-04-2024 00:30,42.03,70.65,23.31,16.69,614.17,0,61.51,14.82
29641,30-04-2024 01:30,40.94,69.29,21.08,16.69,600.81,0,55.79,19
29642,30-04-2024 02:30,42.09,70.53,20.91,18.36,620.84,0,50.78,24.57
29643,30-04-2024 03:30,41.24,69.76,19.54,18.12,600.81,0,46.49,28.63
29644,30-04-2024 04:30,38.76,67.25,17.14,15.5,554.08,0,40.05,29.13
29645,30-04-2024 05:30,37.67,66.58,17.31,13.71,547.41,0.01,31.47,28.12
29646,30-04-2024 06:30,40.75,71.74,23.99,14.31,647.54,0.43,16.81,26.6
29647,30-04-2024 07:30,49.13,84.4,30.5,17.64,934.6,9.05,4.52,25.08
29648,30-04-2024 08:30,53.36,90.35,31.87,19.79,1161.58,20.79,12.87,21.53
29649,30-04-2024 09:30,33.75,56.39,22.96,23.37,627.52,4.14,82.97,8.61
29650,30-04-2024 10:30,34.73,57.53,16.11,22.65,540.73,2.07,137.33,7.66
29651,30-04-2024 11:30,35.11,58.8,8.83,16.93,447.27,0.79,185.97,7.03
29652,30-04-2024 12:30,24.88,41.52,3.13,6.97,310.42,0.35,145.91,2.98
29653,30-04-2024 13:30,24.96,37.97,2.44,4.89,297.07,0.3,133.04,2.22
29654,30-04-2024 14:30,25.79,38.95,2.4,5.25,297.07,0.29,134.47,1.96
29655,30-04-2024 15:30,29.79,44.44,2.59,7.09,303.75,0.26,145.91,1.74
29656,30-04-2024 16:30,38.25,55.13,3.56,10.01,323.77,0.25,173.09,1.74
29657,30-04-2024 17:30,43.27,60.51,4.84,13.11,340.46,0.18,191.69,1.92
29658,30-04-2024 18:30,41.9,61.05,7.71,16.93,353.81,0.06,180.24,2.6
29659,30-04-2024 19:30,35.86,60.26,12,21.93,360.49,0,147.34,3.58
29660,30-04-2024 20:30,26.93,53.61,15.59,25.03,357.15,0,108.72,4.24
29661,30-04-2024 21:30,23.32,52.96,18.16,28.37,370.5,0,85.83,4.88
29662,30-04-2024 22:30,23.22,55.91,20.22,31.95,383.85,0,72.24,5.38
29663,30-04-2024 23:30,23.16,56.45,20.39,33.38,383.85,0,64.37,5.38
29664,01-05-2024 00:30,24.18,58.31,20.22,36.72,393.87,0,60.8,5.45
29665,01-05-2024 01:30,26.52,63.71,19.54,41.01,403.88,0,62.23,5.76
29666,01-05-2024 02:30,28.46,68.16,18.16,42.92,403.88,0,67.95,5.95
29667,01-05-2024 03:30,28.99,68.82,16.79,40.53,403.88,0,70.81,6.65
29668,01-05-2024 04:30,29.73,69.21,16.79,35.29,423.91,0,65.09,8.49
29669,01-05-2024 05:30,31.63,72.65,18.68,31.95,473.98,0,57.22,10.64
29670,01-05-2024 06:30,36.5,81,26.39,30.52,620.84,0.01,43.27,13.05
29671,01-05-2024 07:30,40.33,90.04,34.96,28.85,787.73,2.04,33.97,13.17
29672,01-05-2024 08:30,31.51,82.6,25.36,22.17,620.84,3.74,66.52,8.61
29673,01-05-2024 09:30,21.66,68.42,8.57,14.66,330.45,1.06,120.16,4.18
29674,01-05-2024 10:30,20.63,63.88,5.01,10.85,293.73,0.59,141.62,3.67
29675,01-05-2024 11:30,20.54,59.79,3.43,8.46,270.37,0.38,154.5,3.23
29676,01-05-2024 12:30,18.92,47.06,2.12,5.96,240.33,0.27,140.19,1.57
29677,01-05-2024 13:30,23.3,45.3,2.36,8.34,250.34,0.29,143.05,1.11
29678,01-05-2024 14:30,34.97,56.36,3.13,13.11,283.72,0.32,168.8,1.08
29679,01-05-2024 15:30,66.31,91.09,4.37,23.13,383.85,0.3,231.74,1.52
29680,01-05-2024 16:30,96.94,127.96,5.91,31.95,480.65,0.26,288.96,2.22
29681,01-05-2024 17:30,78.63,111.01,6.6,27.18,410.56,0.21,257.49,2.37
29682,01-05-2024 18:30,56.98,91.09,9.6,22.89,377.18,0.1,205.99,3.32
29683,01-05-2024 19:30,45.81,83,11.65,21.7,383.85,0,163.08,4.94
29684,01-05-2024 20:30,35.55,75.31,11.14,18.36,367.16,0,128.75,6.02
29685,01-05-2024 21:30,31.46,72.2,12.68,16.69,400.54,0,101.57,7.98
29686,01-05-2024 22:30,31.05,72.95,15.08,15.97,447.27,0,80.82,10.13
29687,01-05-2024 23:30,29.18,71.67,15.42,14.54,427.25,0,66.52,10.64
29688,02-05-2024 00:30,26.44,68.91,13.19,12.76,373.84,0,58.65,10.39
29689,02-05-2024 01:30,25.53,68.89,10.71,12.87,347.14,0,55.79,10.39
29690,02-05-2024 02:30,25.22,70.74,9.51,13.35,337.12,0,55.79,10.13
29691,02-05-2024 03:30,25.47,72.02,9.34,12.99,340.46,0,52.21,10.64
29692,02-05-2024 04:30,26.6,72.74,10.37,12.52,363.83,0,43.99,12.03
29693,02-05-2024 05:30,28.16,75.46,12.68,12.52,400.54,0,35.76,13.05
29694,02-05-2024 06:30,32.08,83.13,19.88,14.31,514.03,0.12,23.96,14.44
29695,02-05-2024 07:30,36.98,93.79,26.05,15.97,694.27,5.03,15.2,15.33
29696,02-05-2024 08:30,35.17,93.46,23.99,14.07,720.98,10.28,28.25,13.17
29697,02-05-2024 09:30,21.39,64.88,10.02,10.37,357.15,1.62,103,4.75
29698,02-05-2024 10:30,21.37,62,6.25,10.13,317.1,0.82,133.04,4.37
29699,02-05-2024 11:30,22.9,62.29,4.58,10.25,300.41,0.52,154.5,3.96
29700,02-05-2024 12:30,19.69,51.68,2.66,6.97,250.34,0.32,147.34,1.96
29701,02-05-2024 13:30,21.01,50.59,2.51,7.27,240.33,0.31,145.91,1.3
29702,02-05-2024 14:30,25.66,55.58,2.74,9.89,247,0.31,154.5,1.01
29703,02-05-2024 15:30,29.86,60.78,3.04,11.09,250.34,0.3,164.51,0.86
29704,02-05-2024 16:30,32.48,64.38,3.94,11.92,260.35,0.31,174.52,0.93
29705,02-05-2024 17:30,30.63,61.52,5.1,12.28,267.03,0.29,171.66,1.09
29706,02-05-2024 18:30,28.98,58.41,10.02,12.76,313.76,0.2,148.77,2.79
29707,02-05-2024 19:30,30.9,61.36,14.05,15.5,373.84,0,121.59,5.19
29708,02-05-2024 20:30,34.12,66.76,16.28,19.55,423.91,0,101.57,7.09
29709,02-05-2024 21:30,39.45,74.35,21.59,22.41,534.06,0,77.96,10.51
29710,02-05-2024 22:30,44.1,80.77,26.39,21.93,640.87,0,54.36,13.68
29711,02-05-2024 23:30,44.04,80.87,27.08,19.07,640.87,0,41.13,14.31
29712,03-05-2024 00:30,40.53,75,22.62,15.74,560.76,0,37.55,13.43
29713,03-05-2024 01:30,39.16,71.86,17.82,14.54,507.35,0,36.84,13.43
29714,03-05-2024 02:30,38.96,70.52,15.59,14.66,494,0,35.41,13.81
29715,03-05-2024 03:30,39.05,70.31,14.57,15.5,487.33,0,34.69,13.93
29716,03-05-2024 04:30,39.02,70.7,14.57,17.64,487.33,0,34.69,13.81
29717,03-05-2024 05:30,40.84,72.99,16.11,21.46,500.68,0,34.33,13.3
29718,03-05-2024 06:30,47.89,81.18,21.93,27.18,580.79,0.04,29.33,12.79
29719,03-05-2024 07:30,54.43,90.38,29.13,32.9,747.68,3.74,24.68,13.17
29720,03-05-2024 08:30,50.96,86.8,30.16,34.33,814.44,8.72,42.92,12.67
29721,03-05-2024 09:30,30.44,56.35,18.34,25.27,534.06,3.19,105.86,7.22
29722,03-05-2024 10:30,31.61,56.89,12.17,20.98,473.98,1.61,151.63,6.65
29723,03-05-2024 11:30,33.87,59.6,7.8,16.69,433.92,0.78,188.83,6.33
29724,03-05-2024 12:30,19.72,39.96,3.56,6.97,303.75,0.4,165.94,3.39
29725,03-05-2024 13:30,15.07,33.27,2.83,4.23,270.37,0.34,157.36,2.5
29726,03-05-2024 14:30,15.38,34.13,2.78,4.05,263.69,0.31,155.93,2.31
29727,03-05-2024 15:30,18.75,38.74,2.87,4.71,270.37,0.29,161.65,1.99
29728,03-05-2024 16:30,30.62,52.58,4.03,7.15,297.07,0.29,185.97,1.73
29729,03-05-2024 17:30,61.28,86.3,6.6,15.5,380.52,0.22,237.46,1.6
29730,03-05-2024 18:30,106.05,137.03,11.48,29.8,527.38,0.07,274.66,2.44
29731,03-05-2024 19:30,125.1,166.26,13.88,37.19,607.49,0,248.91,4.18
29732,03-05-2024 20:30,86.07,132.92,14.22,29.56,514.03,0,161.65,5.51
29733,03-05-2024 21:30,53.3,99.99,14.91,20.5,453.95,0,94.41,7.03
29734,03-05-2024 22:30,42.03,87.5,16.28,15.5,447.27,0,62.23,8.49
29735,03-05-2024 23:30,37.78,81.69,16.11,12.28,427.25,0,49.35,8.61
29736,04-05-2024 00:30,35.4,76.45,13.19,10.01,377.18,0,45.78,7.28
29737,04-05-2024 01:30,34.18,73.03,9.85,8.34,340.46,0,43.63,6.71
29738,04-05-2024 02:30,33.79,71.35,9.08,7.57,330.45,0,38.27,6.84
29739,04-05-2024 03:30,33.91,70.6,9.34,7.09,333.79,0,31.83,6.97
29740,04-05-2024 04:30,34.26,70.34,9.6,7.33,340.46,0,28.25,7.54
29741,04-05-2024 05:30,34.81,70.71,10.45,8.7,353.81,0.01,26.82,8.61
29742,04-05-2024 06:30,36.85,73.08,14.91,12.16,423.91,0.05,23.96,10.13
29743,04-05-2024 07:30,39.73,77.27,21.08,17.64,554.08,2.21,22.89,10.77
29744,04-05-2024 08:30,38.04,75.21,21.08,21.46,580.79,5.14,43.63,8.99
29745,04-05-2024 09:30,32.1,66.11,13.71,22.89,423.91,2.43,91.55,5.26
29746,04-05-2024 10:30,37.2,70.88,11.48,23.6,433.92,1.55,135.9,5.45
29747,04-05-2024 11:30,48.04,81.83,8.4,23.13,453.95,0.78,191.69,5.32
29748,04-05-2024 12:30,37.14,64.68,3.73,13.23,327.11,0.35,183.11,2.72
29749,04-05-2024 13:30,31.36,54.54,3.04,10.01,297.07,0.3,174.52,2.22
29750,04-05-2024 14:30,29.54,50.41,3.17,9.18,290.39,0.3,173.09,2.15
29751,04-05-2024 15:30,27.25,46.99,2.83,7.21,273.7,0.25,164.51,1.9
29752,04-05-2024 16:30,29.81,51.09,2.63,6.14,267.03,0.2,158.79,1.5
29753,04-05-2024 17:30,46.25,71.81,3.47,10.01,307.08,0.14,180.24,1.3
29754,04-05-2024 18:30,74.71,110.77,7.2,19.07,403.88,0.05,208.85,2.03
29755,04-05-2024 19:30,89.11,138.37,10.97,29.09,487.33,0,205.99,3.61
29756,04-05-2024 20:30,74.34,127.58,12.85,30.99,494,0,160.22,4.88
29757,04-05-2024 21:30,63.67,116.54,15.42,28.61,520.71,0,117.3,6.78
